booking_date,value_date,amount,currency,counterparty,memo,reference,balance
2026-09-25,2026-09-25,-88.48,CHF,Throughput Vendor 8 AG,Throughput payment 248,THR-248,50248.48
2026-09-26,2026-09-26,-89.49,CHF,Throughput Vendor 9 AG,Throughput payment 249,THR-249,50249.49
2026-09-27,2026-09-27,1000.50,CHF,Throughput Vendor 10 AG,Throughput payment 250,THR-250,50250.50
2026-09-28,2026-09-28,-91.51,CHF,Throughput Vendor 11 AG,Throughput payment 251,THR-251,50251.51
2026-10-01,2026-10-01,-92.52,CHF,Throughput Vendor 12 AG,Throughput payment 252,THR-252,50252.52
2026-10-02,2026-10-02,-93.53,CHF,Throughput Vendor 13 AG,Throughput payment 253,THR-253,50253.53
2026-10-03,2026-10-03,-94.54,CHF,Throughput Vendor 14 AG,Throughput payment 254,THR-254,50254.54
2026-10-04,2026-10-04,1005.55,CHF,Throughput Vendor 15 AG,Throughput payment 255,THR-255,50255.55
2026-10-05,2026-10-05,-96.56,CHF,Throughput Vendor 16 AG,Throughput payment 256,THR-256,50256.56
2026-10-06,2026-10-06,-97.57,CHF,Throughput Vendor 17 AG,Throughput payment 257,THR-257,50257.57
2026-10-07,2026-10-07,-98.58,CHF,Throughput Vendor 18 AG,Throughput payment 258,THR-258,50258.58
2026-10-08,2026-10-08,-99.59,CHF,Throughput Vendor 19 AG,Throughput payment 259,THR-259,50259.59
2026-10-09,2026-10-09,1010.60,CHF,Throughput Vendor 20 AG,Throughput payment 260,THR-260,50260.60
2026-10-10,2026-10-10,-101.61,CHF,Throughput Vendor 21 AG,Throughput payment 261,THR-261,50261.61
2026-10-11,2026-10-11,-102.62,CHF,Throughput Vendor 22 AG,Throughput payment 262,THR-262,50262.62
2026-10-12,2026-10-12,-103.63,CHF,Throughput Vendor 23 AG,Throughput payment 263,THR-263,50263.63
2026-10-13,2026-10-13,-104.64,CHF,Throughput Vendor 24 AG,Throughput payment 264,THR-264,50264.64
2026-10-14,2026-10-14,1015.65,CHF,Throughput Vendor 25 AG,Throughput payment 265,THR-265,50265.65
2026-10-15,2026-10-15,-106.66,CHF,Throughput Vendor 26 AG,Throughput payment 266,THR-266,50266.66
2026-10-16,2026-10-16,-107.67,CHF,Throughput Vendor 27 AG,Throughput payment 267,THR-267,50267.67
2026-10-17,2026-10-17,-108.68,CHF,Throughput Vendor 28 AG,Throughput payment 268,THR-268,50268.68
2026-10-18,2026-10-18,-109.69,CHF,Throughput Vendor 29 AG,Throughput payment 269,THR-269,50269.69
2026-10-19,2026-10-19,1020.70,CHF,Throughput Vendor 30 AG,Throughput payment 270,THR-270,50270.70
2026-10-20,2026-10-20,-111.71,CHF,Throughput Vendor 31 AG,Throughput payment 271,THR-271,50271.71
2026-10-21,2026-10-21,-112.72,CHF,Throughput Vendor 32 AG,Throughput payment 272,THR-272,50272.72
2026-10-22,2026-10-22,-113.73,CHF,Throughput Vendor 33 AG,Throughput payment 273,THR-273,50273.73
2026-10-23,2026-10-23,-114.74,CHF,Throughput Vendor 34 AG,Throughput payment 274,THR-274,50274.74
2026-10-24,2026-10-24,1025.75,CHF,Throughput Vendor 35 AG,Throughput payment 275,THR-275,50275.75
2026-10-25,2026-10-25,-116.76,CHF,Throughput Vendor 36 AG,Throughput payment 276,THR-276,50276.76
2026-10-26,2026-10-26,-117.77,CHF,Throughput Vendor 37 AG,Throughput payment 277,THR-277,50277.77
2026-10-27,2026-10-27,-118.78,CHF,Throughput Vendor 38 AG,Throughput payment 278,THR-278,50278.78
2026-10-28,2026-10-28,-119.79,CHF,Throughput Vendor 39 AG,Throughput payment 279,THR-279,50279.79
2026-11-01,2026-11-01,1030.80,CHF,Throughput Vendor 40 AG,Throughput payment 280,THR-280,50280.80
2026-11-02,2026-11-02,-121.81,CHF,Throughput Vendor 41 AG,Throughput payment 281,THR-281,50281.81
2026-11-03,2026-11-03,-122.82,CHF,Throughput Vendor 42 AG,Throughput payment 282,THR-282,50282.82
2026-11-04,2026-11-04,-123.83,CHF,Throughput Vendor 43 AG,Throughput payment 283,THR-283,50283.83
2026-11-05,2026-11-05,-124.84,CHF,Throughput Vendor 44 AG,Throughput payment 284,THR-284,50284.84
2026-11-06,2026-11-06,1035.85,CHF,Throughput Vendor 45 AG,Throughput payment 285,THR-285,50285.85
2026-11-07,2026-11-07,-126.86,CHF,Throughput Vendor 46 AG,Throughput payment 286,THR-286,50286.86
2026-11-08,2026-11-08,-127.87,CHF,Throughput Vendor 47 AG,Throughput payment 287,THR-287,50287.87
2026-11-09,2026-11-09,-128.88,CHF,Throughput Vendor 48 AG,Throughput payment 288,THR-288,50288.88
2026-11-10,2026-11-10,-129.89,CHF,Throughput Vendor 49 AG,Throughput payment 289,THR-289,50289.89
2026-11-11,2026-11-11,1040.90,CHF,Throughput Vendor 50 AG,Throughput payment 290,THR-290,50290.90
2026-11-12,2026-11-12,-131.91,CHF,Throughput Vendor 51 AG,Throughput payment 291,THR-291,50291.91
2026-11-13,2026-11-13,-132.92,CHF,Throughput Vendor 52 AG,Throughput payment 292,THR-292,50292.92
2026-11-14,2026-11-14,-133.93,CHF,Throughput Vendor 53 AG,Throughput payment 293,THR-293,50293.93
2026-11-15,2026-11-15,-134.94,CHF,Throughput Vendor 54 AG,Throughput payment 294,THR-294,50294.94
2026-11-16,2026-11-16,1045.95,CHF,Throughput Vendor 55 AG,Throughput payment 295,THR-295,50295.95
2026-11-17,2026-11-17,-136.96,CHF,Throughput Vendor 56 AG,Throughput payment 296,THR-296,50296.96
2026-11-18,2026-11-18,-137.97,CHF,Throughput Vendor 57 AG,Throughput payment 297,THR-297,50297.97
2026-11-19,2026-11-19,-138.98,CHF,Throughput Vendor 58 AG,Throughput payment 298,THR-298,50298.98
2026-11-20,2026-11-20,-139.99,CHF,Throughput Vendor 59 AG,Throughput payment 299,THR-299,50299.99
2026-11-21,2026-11-21,1050.00,CHF,Throughput Vendor 60 AG,Throughput payment 300,THR-300,50300.00
2026-11-22,2026-11-22,-141.01,CHF,Throughput Vendor 61 AG,Throughput payment 301,THR-301,50301.01
2026-11-23,2026-11-23,-142.02,CHF,Throughput Vendor 62 AG,Throughput payment 302,THR-302,50302.02
2026-11-24,2026-11-24,-143.03,CHF,Throughput Vendor 63 AG,Throughput payment 303,THR-303,50303.03
2026-11-25,2026-11-25,-144.04,CHF,Throughput Vendor 64 AG,Throughput payment 304,THR-304,50304.04
2026-11-26,2026-11-26,1055.05,CHF,Throughput Vendor 65 AG,Throughput payment 305,THR-305,50305.05
2026-11-27,2026-11-27,-146.06,CHF,Throughput Vendor 66 AG,Throughput payment 306,THR-306,50306.06
2026-11-28,2026-11-28,-147.07,CHF,Throughput Vendor 67 AG,Throughput payment 307,THR-307,50307.07
2026-12-01,2026-12-01,-148.08,CHF,Throughput Vendor 68 AG,Throughput payment 308,THR-308,50308.08
2026-12-02,2026-12-02,-149.09,CHF,Throughput Vendor 69 AG,Throughput payment 309,THR-309,50309.09
2026-12-03,2026-12-03,1060.10,CHF,Throughput Vendor 70 AG,Throughput payment 310,THR-310,50310.10
2026-12-04,2026-12-04,-151.11,CHF,Throughput Vendor 71 AG,Throughput payment 311,THR-311,50311.11
2026-12-05,2026-12-05,-152.12,CHF,Throughput Vendor 72 AG,Throughput payment 312,THR-312,50312.12
2026-12-06,2026-12-06,-153.13,CHF,Throughput Vendor 73 AG,Throughput payment 313,THR-313,50313.13
2026-12-07,2026-12-07,-154.14,CHF,Throughput Vendor 74 AG,Throughput payment 314,THR-314,50314.14
2026-12-08,2026-12-08,1065.15,CHF,Throughput Vendor 75 AG,Throughput payment 315,THR-315,50315.15
2026-12-09,2026-12-09,-156.16,CHF,Throughput Vendor 76 AG,Throughput payment 316,THR-316,50316.16
2026-12-10,2026-12-10,-157.17,CHF,Throughput Vendor 77 AG,Throughput payment 317,THR-317,50317.17
2026-12-11,2026-12-11,-158.18,CHF,Throughput Vendor 78 AG,Throughput payment 318,THR-318,50318.18
2026-12-12,2026-12-12,-159.19,CHF,Throughput Vendor 79 AG,Throughput payment 319,THR-319,50319.19
2026-12-13,2026-12-13,1070.20,CHF,Throughput Vendor 0 AG,Throughput payment 320,THR-320,50320.20
2026-12-14,2026-12-14,-161.21,CHF,Throughput Vendor 1 AG,Throughput payment 321,THR-321,50321.21
2026-12-15,2026-12-15,-162.22,CHF,Throughput Vendor 2 AG,Throughput payment 322,THR-322,50322.22
2026-12-16,2026-12-16,-163.23,CHF,Throughput Vendor 3 AG,Throughput payment 323,THR-323,50323.23
2026-12-17,2026-12-17,-164.24,CHF,Throughput Vendor 4 AG,Throughput payment 324,THR-324,50324.24
2026-12-18,2026-12-18,1075.25,CHF,Throughput Vendor 5 AG,Throughput payment 325,THR-325,50325.25
2026-12-19,2026-12-19,-166.26,CHF,Throughput Vendor 6 AG,Throughput payment 326,THR-326,50326.26
2026-12-20,2026-12-20,-167.27,CHF,Throughput Vendor 7 AG,Throughput payment 327,THR-327,50327.27
2026-12-21,2026-12-21,-168.28,CHF,Throughput Vendor 8 AG,Throughput payment 328,THR-328,50328.28
2026-12-22,2026-12-22,-169.29,CHF,Throughput Vendor 9 AG,Throughput payment 329,THR-329,50329.29
2026-12-23,2026-12-23,1080.30,CHF,Throughput Vendor 10 AG,Throughput payment 330,THR-330,50330.30
2026-12-24,2026-12-24,-171.31,CHF,Throughput Vendor 11 AG,Throughput payment 331,THR-331,50331.31
2026-12-25,2026-12-25,-172.32,CHF,Throughput Vendor 12 AG,Throughput payment 332,THR-332,50332.32
2026-12-26,2026-12-26,-173.33,CHF,Throughput Vendor 13 AG,Throughput payment 333,THR-333,50333.33
2026-12-27,2026-12-27,-174.34,CHF,Throughput Vendor 14 AG,Throughput payment 334,THR-334,50334.34
2026-12-28,2026-12-28,1085.35,CHF,Throughput Vendor 15 AG,Throughput payment 335,THR-335,50335.35
2026-01-01,2026-01-01,-176.36,CHF,Throughput Vendor 16 AG,Throughput payment 336,THR-336,50336.36
2026-01-02,2026-01-02,-177.37,CHF,Throughput Vendor 17 AG,Throughput payment 337,THR-337,50337.37
2026-01-03,2026-01-03,-178.38,CHF,Throughput Vendor 18 AG,Throughput payment 338,THR-338,50338.38
2026-01-04,2026-01-04,-179.39,CHF,Throughput Vendor 19 AG,Throughput payment 339,THR-339,50339.39
2026-01-05,2026-01-05,1090.40,CHF,Throughput Vendor 20 AG,Throughput payment 340,THR-340,50340.40
2026-01-06,2026-01-06,-181.41,CHF,Throughput Vendor 21 AG,Throughput payment 341,THR-341,50341.41
2026-01-07,2026-01-07,-182.42,CHF,Throughput Vendor 22 AG,Throughput payment 342,THR-342,50342.42
2026-01-08,2026-01-08,-183.43,CHF,Throughput Vendor 23 AG,Throughput payment 343,THR-343,50343.43
2026-01-09,2026-01-09,-184.44,CHF,Throughput Vendor 24 AG,Throughput payment 344,THR-344,50344.44
2026-01-10,2026-01-10,1095.45,CHF,Throughput Vendor 25 AG,Throughput payment 345,THR-345,50345.45
2026-01-11,2026-01-11,-186.46,CHF,Throughput Vendor 26 AG,Throughput payment 346,THR-346,50346.46
2026-01-12,2026-01-12,-187.47,CHF,Throughput Vendor 27 AG,Throughput payment 347,THR-347,50347.47
2026-01-13,2026-01-13,-188.48,CHF,Throughput Vendor 28 AG,Throughput payment 348,THR-348,50348.48
2026-01-14,2026-01-14,-189.49,CHF,Throughput Vendor 29 AG,Throughput payment 349,THR-349,50349.49
2026-01-15,2026-01-15,1100.50,CHF,Throughput Vendor 30 AG,Throughput payment 350,THR-350,50350.50
2026-01-16,2026-01-16,-191.51,CHF,Throughput Vendor 31 AG,Throughput payment 351,THR-351,50351.51
2026-01-17,2026-01-17,-192.52,CHF,Throughput Vendor 32 AG,Throughput payment 352,THR-352,50352.52
2026-01-18,2026-01-18,-193.53,CHF,Throughput Vendor 33 AG,Throughput payment 353,THR-353,50353.53
2026-01-19,2026-01-19,-194.54,CHF,Throughput Vendor 34 AG,Throughput payment 354,THR-354,50354.54
2026-01-20,2026-01-20,1105.55,CHF,Throughput Vendor 35 AG,Throughput payment 355,THR-355,50355.55
2026-01-21,2026-01-21,-196.56,CHF,Throughput Vendor 36 AG,Throughput payment 356,THR-356,50356.56
2026-01-22,2026-01-22,-197.57,CHF,Throughput Vendor 37 AG,Throughput payment 357,THR-357,50357.57
2026-01-23,2026-01-23,-198.58,CHF,Throughput Vendor 38 AG,Throughput payment 358,THR-358,50358.58
2026-01-24,2026-01-24,-199.59,CHF,Throughput Vendor 39 AG,Throughput payment 359,THR-359,50359.59
2026-01-25,2026-01-25,1110.60,CHF,Throughput Vendor 40 AG,Throughput payment 360,THR-360,50360.60
2026-01-26,2026-01-26,-21.61,CHF,Throughput Vendor 41 AG,Throughput payment 361,THR-361,50361.61
2026-01-27,2026-01-27,-22.62,CHF,Throughput Vendor 42 AG,Throughput payment 362,THR-362,50362.62
2026-01-28,2026-01-28,-23.63,CHF,Throughput Vendor 43 AG,Throughput payment 363,THR-363,50363.63
2026-02-01,2026-02-01,-24.64,CHF,Throughput Vendor 44 AG,Throughput payment 364,THR-364,50364.64
2026-02-02,2026-02-02,1115.65,CHF,Throughput Vendor 45 AG,Throughput payment 365,THR-365,50365.65
2026-02-03,2026-02-03,-26.66,CHF,Throughput Vendor 46 AG,Throughput payment 366,THR-366,50366.66
2026-02-04,2026-02-04,-27.67,CHF,Throughput Vendor 47 AG,Throughput payment 367,THR-367,50367.67
2026-02-05,2026-02-05,-28.68,CHF,Throughput Vendor 48 AG,Throughput payment 368,THR-368,50368.68
2026-02-06,2026-02-06,-29.69,CHF,Throughput Vendor 49 AG,Throughput payment 369,THR-369,50369.69
2026-02-07,2026-02-07,1120.70,CHF,Throughput Vendor 50 AG,Throughput payment 370,THR-370,50370.70
2026-02-08,2026-02-08,-31.71,CHF,Throughput Vendor 51 AG,Throughput payment 371,THR-371,50371.71
2026-02-09,2026-02-09,-32.72,CHF,Throughput Vendor 52 AG,Throughput payment 372,THR-372,50372.72
2026-02-10,2026-02-10,-33.73,CHF,Throughput Vendor 53 AG,Throughput payment 373,THR-373,50373.73
2026-02-11,2026-02-11,-34.74,CHF,Throughput Vendor 54 AG,Throughput payment 374,THR-374,50374.74
2026-02-12,2026-02-12,1125.75,CHF,Throughput Vendor 55 AG,Throughput payment 375,THR-375,50375.75
2026-02-13,2026-02-13,-36.76,CHF,Throughput Vendor 56 AG,Throughput payment 376,THR-376,50376.76
2026-02-14,2026-02-14,-37.77,CHF,Throughput Vendor 57 AG,Throughput payment 377,THR-377,50377.77
2026-02-15,2026-02-15,-38.78,CHF,Throughput Vendor 58 AG,Throughput payment 378,THR-378,50378.78
2026-02-16,2026-02-16,-39.79,CHF,Throughput Vendor 59 AG,Throughput payment 379,THR-379,50379.79
2026-02-17,2026-02-17,1130.80,CHF,Throughput Vendor 60 AG,Throughput payment 380,THR-380,50380.80
2026-02-18,2026-02-18,-41.81,CHF,Throughput Vendor 61 AG,Throughput payment 381,THR-381,50381.81
2026-02-19,2026-02-19,-42.82,CHF,Throughput Vendor 62 AG,Throughput payment 382,THR-382,50382.82
2026-02-20,2026-02-20,-43.83,CHF,Throughput Vendor 63 AG,Throughput payment 383,THR-383,50383.83
2026-02-21,2026-02-21,-44.84,CHF,Throughput Vendor 64 AG,Throughput payment 384,THR-384,50384.84
2026-02-22,2026-02-22,1135.85,CHF,Throughput Vendor 65 AG,Throughput payment 385,THR-385,50385.85
2026-02-23,2026-02-23,-46.86,CHF,Throughput Vendor 66 AG,Throughput payment 386,THR-386,50386.86
2026-02-24,2026-02-24,-47.87,CHF,Throughput Vendor 67 AG,Throughput payment 387,THR-387,50387.87
2026-02-25,2026-02-25,-48.88,CHF,Throughput Vendor 68 AG,Throughput payment 388,THR-388,50388.88
2026-02-26,2026-02-26,-49.89,CHF,Throughput Vendor 69 AG,Throughput payment 389,THR-389,50389.89
2026-02-27,2026-02-27,1140.90,CHF,Throughput Vendor 70 AG,Throughput payment 390,THR-390,50390.90
2026-02-28,2026-02-28,-51.91,CHF,Throughput Vendor 71 AG,Throughput payment 391,THR-391,50391.91
2026-03-01,2026-03-01,-52.92,CHF,Throughput Vendor 72 AG,Throughput payment 392,THR-392,50392.92
2026-03-02,2026-03-02,-53.93,CHF,Throughput Vendor 73 AG,Throughput payment 393,THR-393,50393.93
2026-03-03,2026-03-03,-54.94,CHF,Throughput Vendor 74 AG,Throughput payment 394,THR-394,50394.94
2026-03-04,2026-03-04,1145.95,CHF,Throughput Vendor 75 AG,Throughput payment 395,THR-395,50395.95
2026-03-05,2026-03-05,-56.96,CHF,Throughput Vendor 76 AG,Throughput payment 396,THR-396,50396.96
2026-03-06,2026-03-06,-57.97,CHF,Throughput Vendor 77 AG,Throughput payment 397,THR-397,50397.97
2026-03-07,2026-03-07,-58.98,CHF,Throughput Vendor 78 AG,Throughput payment 398,THR-398,50398.98
2026-03-08,2026-03-08,-59.99,CHF,Throughput Vendor 79 AG,Throughput payment 399,THR-399,50399.99
2026-03-09,2026-03-09,1150.00,CHF,Throughput Vendor 0 AG,Throughput payment 400,THR-400,50400.00
2026-03-10,2026-03-10,-61.01,CHF,Throughput Vendor 1 AG,Throughput payment 401,THR-401,50401.01
2026-03-11,2026-03-11,-62.02,CHF,Throughput Vendor 2 AG,Throughput payment 402,THR-402,50402.02
2026-03-12,2026-03-12,-63.03,CHF,Throughput Vendor 3 AG,Throughput payment 403,THR-403,50403.03
2026-03-13,2026-03-13,-64.04,CHF,Throughput Vendor 4 AG,Throughput payment 404,THR-404,50404.04
2026-03-14,2026-03-14,1155.05,CHF,Throughput Vendor 5 AG,Throughput payment 405,THR-405,50405.05
2026-03-15,2026-03-15,-66.06,CHF,Throughput Vendor 6 AG,Throughput payment 406,THR-406,50406.06
2026-03-16,2026-03-16,-67.07,CHF,Throughput Vendor 7 AG,Throughput payment 407,THR-407,50407.07
2026-03-17,2026-03-17,-68.08,CHF,Throughput Vendor 8 AG,Throughput payment 408,THR-408,50408.08
2026-03-18,2026-03-18,-69.09,CHF,Throughput Vendor 9 AG,Throughput payment 409,THR-409,50409.09
2026-03-19,2026-03-19,1160.10,CHF,Throughput Vendor 10 AG,Throughput payment 410,THR-410,50410.10
2026-03-20,2026-03-20,-71.11,CHF,Throughput Vendor 11 AG,Throughput payment 411,THR-411,50411.11
2026-03-21,2026-03-21,-72.12,CHF,Throughput Vendor 12 AG,Throughput payment 412,THR-412,50412.12
2026-03-22,2026-03-22,-73.13,CHF,Throughput Vendor 13 AG,Throughput payment 413,THR-413,50413.13
2026-03-23,2026-03-23,-74.14,CHF,Throughput Vendor 14 AG,Throughput payment 414,THR-414,50414.14
2026-03-24,2026-03-24,1165.15,CHF,Throughput Vendor 15 AG,Throughput payment 415,THR-415,50415.15
2026-03-25,2026-03-25,-76.16,CHF,Throughput Vendor 16 AG,Throughput payment 416,THR-416,50416.16
2026-03-26,2026-03-26,-77.17,CHF,Throughput Vendor 17 AG,Throughput payment 417,THR-417,50417.17
2026-03-27,2026-03-27,-78.18,CHF,Throughput Vendor 18 AG,Throughput payment 418,THR-418,50418.18
2026-03-28,2026-03-28,-79.19,CHF,Throughput Vendor 19 AG,Throughput payment 419,THR-419,50419.19
2026-04-01,2026-04-01,1170.20,CHF,Throughput Vendor 20 AG,Throughput payment 420,THR-420,50420.20
2026-04-02,2026-04-02,-81.21,CHF,Throughput Vendor 21 AG,Throughput payment 421,THR-421,50421.21
2026-04-03,2026-04-03,-82.22,CHF,Throughput Vendor 22 AG,Throughput payment 422,THR-422,50422.22
2026-04-04,2026-04-04,-83.23,CHF,Throughput Vendor 23 AG,Throughput payment 423,THR-423,50423.23
2026-04-05,2026-04-05,-84.24,CHF,Throughput Vendor 24 AG,Throughput payment 424,THR-424,50424.24
2026-04-06,2026-04-06,1175.25,CHF,Throughput Vendor 25 AG,Throughput payment 425,THR-425,50425.25
2026-04-07,2026-04-07,-86.26,CHF,Throughput Vendor 26 AG,Throughput payment 426,THR-426,50426.26
2026-04-08,2026-04-08,-87.27,CHF,Throughput Vendor 27 AG,Throughput payment 427,THR-427,50427.27
2026-04-09,2026-04-09,-88.28,CHF,Throughput Vendor 28 AG,Throughput payment 428,THR-428,50428.28
2026-04-10,2026-04-10,-89.29,CHF,Throughput Vendor 29 AG,Throughput payment 429,THR-429,50429.29
2026-04-11,2026-04-11,1180.30,CHF,Throughput Vendor 30 AG,Throughput payment 430,THR-430,50430.30
2026-04-12,2026-04-12,-91.31,CHF,Throughput Vendor 31 AG,Throughput payment 431,THR-431,50431.31
2026-04-13,2026-04-13,-92.32,CHF,Throughput Vendor 32 AG,Throughput payment 432,THR-432,50432.32
2026-04-14,2026-04-14,-93.33,CHF,Throughput Vendor 33 AG,Throughput payment 433,THR-433,50433.33
2026-04-15,2026-04-15,-94.34,CHF,Throughput Vendor 34 AG,Throughput payment 434,THR-434,50434.34
2026-04-16,2026-04-16,1185.35,CHF,Throughput Vendor 35 AG,Throughput payment 435,THR-435,50435.35
2026-04-17,2026-04-17,-96.36,CHF,Throughput Vendor 36 AG,Throughput payment 436,THR-436,50436.36
2026-04-18,2026-04-18,-97.37,CHF,Throughput Vendor 37 AG,Throughput payment 437,THR-437,50437.37
2026-04-19,2026-04-19,-98.38,CHF,Throughput Vendor 38 AG,Throughput payment 438,THR-438,50438.38
2026-04-20,2026-04-20,-99.39,CHF,Throughput Vendor 39 AG,Throughput payment 439,THR-439,50439.39
2026-04-21,2026-04-21,1190.40,CHF,Throughput Vendor 40 AG,Throughput payment 440,THR-440,50440.40
2026-04-22,2026-04-22,-101.41,CHF,Throughput Vendor 41 AG,Throughput payment 441,THR-441,50441.41
2026-04-23,2026-04-23,-102.42,CHF,Throughput Vendor 42 AG,Throughput payment 442,THR-442,50442.42
2026-04-24,2026-04-24,-103.43,CHF,Throughput Vendor 43 AG,Throughput payment 443,THR-443,50443.43
2026-04-25,2026-04-25,-104.44,CHF,Throughput Vendor 44 AG,Throughput payment 444,THR-444,50444.44
2026-04-26,2026-04-26,1195.45,CHF,Throughput Vendor 45 AG,Throughput payment 445,THR-445,50445.45
2026-04-27,2026-04-27,-106.46,CHF,Throughput Vendor 46 AG,Throughput payment 446,THR-446,50446.46
2026-04-28,2026-04-28,-107.47,CHF,Throughput Vendor 47 AG,Throughput payment 447,THR-447,50447.47
2026-05-01,2026-05-01,-108.48,CHF,Throughput Vendor 48 AG,Throughput payment 448,THR-448,50448.48
2026-05-02,2026-05-02,-109.49,CHF,Throughput Vendor 49 AG,Throughput payment 449,THR-449,50449.49
2026-05-03,2026-05-03,1200.50,CHF,Throughput Vendor 50 AG,Throughput payment 450,THR-450,50450.50
2026-05-04,2026-05-04,-111.51,CHF,Throughput Vendor 51 AG,Throughput payment 451,THR-451,50451.51
2026-05-05,2026-05-05,-112.52,CHF,Throughput Vendor 52 AG,Throughput payment 452,THR-452,50452.52
2026-05-06,2026-05-06,-113.53,CHF,Throughput Vendor 53 AG,Throughput payment 453,THR-453,50453.53
2026-05-07,2026-05-07,-114.54,CHF,Throughput Vendor 54 AG,Throughput payment 454,THR-454,50454.54
2026-05-08,2026-05-08,1205.55,CHF,Throughput Vendor 55 AG,Throughput payment 455,THR-455,50455.55
2026-05-09,2026-05-09,-116.56,CHF,Throughput Vendor 56 AG,Throughput payment 456,THR-456,50456.56
2026-05-10,2026-05-10,-117.57,CHF,Throughput Vendor 57 AG,Throughput payment 457,THR-457,50457.57
2026-05-11,2026-05-11,-118.58,CHF,Throughput Vendor 58 AG,Throughput payment 458,THR-458,50458.58
2026-05-12,2026-05-12,-119.59,CHF,Throughput Vendor 59 AG,Throughput payment 459,THR-459,50459.59
2026-05-13,2026-05-13,1210.60,CHF,Throughput Vendor 60 AG,Throughput payment 460,THR-460,50460.60
2026-05-14,2026-05-14,-121.61,CHF,Throughput Vendor 61 AG,Throughput payment 461,THR-461,50461.61
2026-05-15,2026-05-15,-122.62,CHF,Throughput Vendor 62 AG,Throughput payment 462,THR-462,50462.62
2026-05-16,2026-05-16,-123.63,CHF,Throughput Vendor 63 AG,Throughput payment 463,THR-463,50463.63
